sampleID	strahler order	Longitude-DD	Latitude-DD	stratum	design weight	weight category	station	state	status	comment	set	Basin	SubBasin	BayShed	BayPanel	EcoRegion	BioRegion	Year	Panel	BioPanel	Order	BasinSize	StreamSizeCat	StreamSizeCatPhase	IR2008	IR2010	IR2012	IR2014	IR2016
2-COO002.35	1	-78.523373	37.519466	1	3790.5166	1	109	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2001	Phase1	Phase1	1	1	Small	Phase1Small	2008	1	1	1	1
2-CRG015.50	4	-79.9297	37.6487	1	315.8764	4	110	VA	TS	Y -TS	1	James	James	Bay	BayPhase2	Central Appalachian Ridges and Valleys	Mountain	2014	Phase2	Phase4	4	4	Large	Phase2Large	1	1	1	1	2016
2-CRG047.95	4	-80.0876	37.5112	1	315.8764	4	111	VA	TS	Target Wadeable	1	James	James	Bay	BayPhase2	Central Appalachian Ridges and Valleys	Mountain	2011	Phase2	Phase4	4	4	Large	Phase2Large	1	1	1	2014	2016
2-CRG074.32	2	-80.32893742	37.33534518	1	947.6292	2	112	VA	TS	Target	1	James	James	Bay	BayPhase2	Central Appalachian Ridges and Valleys	Mountain	2010	Phase2	Phase3	2	3	Medium	Phase2Medium	1	1	2012	2014	2016
2-CSR003.94	1	-80.105198	37.727993	1	3790.5166	1	113	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2005	Phase1	Phase2	1	2	Small	Phase1Small	2008	2010	2012	1	1
2-CWP006.87	4	-79.739098	37.809565	1	315.8764	4	114	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2005	Phase1	Phase2	4	4	Large	Phase1Large	2008	2010	2012	1	1
2-CWP023.28	4	-79.721093	37.938284	1	315.8764	4	115	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2001	Phase1	Phase1	4	4	Large	Phase1Large	2008	1	1	1	1
2-CWP042.31	3	-79.63621499	38.01377921	1	541.5024	3	116	VA	TS	Target	1	James	James	Bay	BayPhase2	Central Appalachian Ridges and Valleys	Mountain	2008	Phase2	Phase3	3	4	Large	Phase2Large	1	2010	2012	2014	1
2-CWP053.78	3	-79.649772	38.099808	1	541.5024	3	117	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2001	Phase1	Phase1	3	4	Large	Phase1Large	2008	1	1	1	1
2DAPP050.84	4	-77.85718062	37.35898205	1	315.8764	4	118	VA	TS	Target	1	James	James	Bay	BayPhase2	Piedmont	Piedmont	2009	Phase2	Phase3	4	4	Large	Phase2Large	1	1	2012	2014	2016
2DAPP112.19	4	-78.4018	37.3126	1	315.8764	4	119	VA	TS	"Y-Fall only, spring highwater"	1	James	James	Bay	BayPhase2	Piedmont	Piedmont	2013	Phase2	Phase4	4	3	Large	Phase2Large	1	1	1	1	2016
2-DCK003.94_2004	2	-80.348271	37.463344	1	315.8764	2	120	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2004	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	1	1	1
2-DCK003.94_2011	2	-80.34804838	37.46347082	1	315.8764	2	121	VA	TS	Target Wadeable - WSA_Revisit	1	James	James	Bay	BayPhase2	Central Appalachian Ridges and Valleys	Mountain	2011	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	2014	2016
2-DCK003.94_2013	2	-80.348	37.4635	1	315.8764	2	122	VA	TS	Y -TS	1	James	James	Bay	BayPhase2	Central Appalachian Ridges and Valleys	Mountain	2013	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	1	2016
2-DDY000.75_2004	1	-79.37635	38.177194	1	1263.505533	1	123	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2004	Phase1	Phase2	1	2	Small	Phase1Small	2008	2010	1	1	1
2-DDY000.75_2011	1	-79.37611138	38.17732121	1	1263.505533	1	124	VA	TS	Target Wadeable - WSA_Revisit	1	James	James	Bay	BayPhase2	Central Appalachian Ridges and Valleys	Mountain	2011	Phase2	Phase4	1	2	Small	Phase2Small	1	1	1	2014	2016
2-DDY000.75_2013	1	-79.3761	38.1773	1	1263.505533	1	125	VA	TS	Y -TS	1	James	James	Bay	BayPhase2	Central Appalachian Ridges and Valleys	Mountain	2013	Phase2	Phase4	1	2	Small	Phase2Small	1	1	1	1	2016
2DFSP000.30	3	-78.64152301	37.36980779	1	541.5024	3	126	VA	TS	Target	1	James	James	Bay	BayPhase2	Piedmont	Piedmont	2009	Phase2	Phase3	3	3	Medium	Phase2Medium	1	1	2012	2014	2016
2DNBX002.33	5	-77.4107	36.9511	1	140.3895	5	127	VA	TS	Target Wadeable	1	James	James	Bay	BayPhase2	Southeastern Plains	Coast	2011	Phase2	Phase4	5	4	Large	Phase2Large	1	1	1	2014	2016
2DWDY005.35	2	-78.04037838	37.15532928	1	947.6292	2	128	VA	TS	Target	1	James	James	Bay	BayPhase2	Piedmont	Piedmont	2009	Phase2	Phase3	2	2	Small	Phase2Small	1	1	2012	2014	2016
2DXAH000.79	2	-78.2824	37.4332	1	947.6292	2	129	VA	TS	Y-TS	1	James	James	Bay	BayPhase2	Piedmont	Piedmont	2013	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	1	2016
2-EFK001.55	1	-78.15773793	37.89767128	1	3790.5166	1	130	VA	TS	Target	1	James	James	Bay	BayPhase2	Northern Piedmont	Piedmont	2008	Phase2	Phase3	1	2	Small	Phase2Small	1	2010	2012	2014	1
2-FLA012.22	3	-78.047644	37.391419	1	541.5024	3	131	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2004	Phase1	Phase2	3	3	Large	Phase1Large	2008	2010	1	1	1
2-GIM002.52	2	-79.49834702	37.87223983	1	947.6292	2	132	VA	TS	Target	1	James	James	Bay	BayPhase2	Central Appalachian Ridges and Valleys	Mountain	2010	Phase2	Phase3	2	2	Small	Phase2Small	1	1	2012	2014	2016
2-HAK004.34	3	-78.588165	37.909706	1	541.5024	3	133	VA	TS	Target	1	James	James	Bay	BayPhase1	Northern Piedmont	Piedmont	2003	Phase1	Phase1	3	3	Medium	Phase1Medium	2008	2010	1	1	1
2-HAM000.37_2012	2	-80.021	37.4128	1	473.8146	2	134	VA	TS	Target Wadeable	1	James	James	Bay	BayPhase2	Central Appalachian Ridges and Valleys	Mountain	2012	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	2014	2016
2-HAM000.37_2014	2	-80.021	37.4128	1	473.8146	2	135	VA	TS	Y -TS	1	James	James	Bay	BayPhase2	Central Appalachian Ridges and Valleys	Mountain	2014	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	1	2016
2-HAZ006.34	3	-79.17121	37.47984	1	541.5024	3	136	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2001	Phase1	Phase1	3	3	Medium	Phase1Medium	2008	1	1	1	1
2-HKY001.26	1	-80.03744209	37.92417541	1	3790.5166	1	137	VA	TS	Target	1	James	James	Bay	BayPhase2	Central Appalachian Ridges and Valleys	Mountain	2009	Phase2	Phase3	1	1	Small	Phase2Small	1	1	2012	2014	2016
2-HRD002.06	4	-78.41946815	37.75466266	1	315.8764	4	138	VA	TS	Target	1	James	James	Bay	BayPhase2	Piedmont	Piedmont	2009	Phase2	Phase3	4	3	Large	Phase2Large	1	1	2012	2014	2016
2-HUS001.88	2	-78.345295	37.689468	1	947.6292	2	139	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2004	Phase1	Phase2	2	3	Medium	Phase1Medium	2008	2010	1	1	1
2-HYS005.45	3	-79.36546351	37.93132441	1	541.5024	3	140	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2007	Phase1	Phase3	3	3	Medium	Phase1Medium	1	2010	2012	2014	1
2-JED008.07	2	-80.1939	37.7974	1	947.6292	2	141	VA	TS	Y -TS	1	James	James	Bay	BayPhase2	Central Appalachian Ridges and Valleys	Mountain	2014	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	1	2016
2-JKS020.41	5	-80.00897974	37.76145762	1	140.3895	5	142	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2007	Phase1	Phase3	5	4	Large	Phase1Large	1	2010	2012	2014	1
2-JKS028.69_2004	5	-79.989366	37.822691	1	140.3895	5	143	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2004	Phase1	Phase2	5	4	Large	Phase1Large	2008	2010	1	1	1
2-JKS070.97	3	-79.845244	38.07009	1	541.5024	3	144	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2003	Phase1	Phase1	3	3	Large	Phase1Large	2008	2010	1	1	1
2-JKS076.16	3	-79.73117371	38.18453463	1	541.5024	3	145	VA	TS	Target	1	James	James	Bay	BayPhase2	Central Appalachian Ridges and Valleys	Mountain	2010	Phase2	Phase3	3	3	Large	Phase2Large	1	1	2012	2014	2016
2-JOB001.02	4	-80.115046	37.502998	1	315.8764	4	146	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2001	Phase1	Phase1	4	3	Large	Phase1Large	2008	1	1	1	1
2-JOB013.77	4	-80.2604	37.4811	1	315.8764	4	147	VA	TS	Target Wadeable	1	James	James	Bay	BayPhase2	Central Appalachian Ridges and Valleys	Mountain	2011	Phase2	Phase4	4	3	Large	Phase2Large	1	1	1	2014	2016
2-JOH004.23	3	-77.833575	37.577717	1	541.5024	3	148	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2005	Phase1	Phase2	3	2	Small	Phase1Small	2008	2010	2012	1	1
2-KSL003.95	3	-77.4565	37.4098	1	541.5024	3	149	VA	TS	Y-TS	1	James	James	Bay	BayPhase2	Piedmont	Piedmont	2013	Phase2	Phase4	3	2	Small	Phase2Small	1	1	1	1	2016
2-LIJ003.06_2004	1	-79.158912	37.884949	1	1263.505533	1	150	VA	TS	Target	1	James	James	Bay	BayPhase1	Blue Ridge Mountains	Mountain	2004	Phase1	Phase2	1	1	Small	Phase1Small	2008	2010	1	1	1
2-LIJ003.06_2011	1	-79.15866411	37.88508397	1	1263.505533	1	151	VA	TS	Target Wadeable - WSA_Revisit	1	James	James	Bay	BayPhase2	Blue Ridge Mountains	Mountain	2011	Phase2	Phase4	1	1	Small	Phase2Small	1	1	1	2014	2016
2-LIJ003.06_2013	1	-79.1587	37.8851	1	1263.505533	1	152	VA	TS	Y -TS	1	James	James	Bay	BayPhase2	Blue Ridge Mountains	Mountain	2013	Phase2	Phase4	1	1	Small	Phase2Small	1	1	1	1	2016
2-LIT004.77	2	-78.3158	37.1737	1	947.6292	2	153	VA	TS	Target Wadeable	1	James	James	Bay	BayPhase2	Piedmont	Piedmont	2012	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	2014	2016
2-LMC001.15	5	-79.715629	37.510354	1	140.3895	5	154	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2001	Phase1	Phase1	5	3	Large	Phase1Large	2008	1	1	1	1
2-LOB000.37	1	-79.175713	37.658059	1	3790.5166	1	155	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2001	Phase1	Phase1	1	2	Small	Phase1Small	2008	1	1	1	1
2-LTP002.69	3	-78.080059	37.769078	1	541.5024	3	156	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2002	Phase1	Phase1	3	3	Medium	Phase1Medium	2008	1	1	1	1
2-MCM003.32	4	-78.57235829	38.11760348	1	315.8764	4	157	VA	TS	Target	1	James	James	Bay	BayPhase2	Northern Piedmont	Piedmont	2009	Phase2	Phase3	4	3	Large	Phase2Large	1	1	2012	2014	2016
2-MFK002.21	3	-78.174263	37.920141	1	541.5024	3	158	VA	TS	Target	1	James	James	Bay	BayPhase1	Northern Piedmont	Piedmont	2003	Phase1	Phase1	3	2	Small	Phase1Small	2008	2010	1	1	1
2-MIW003.45	3	-79.711857	37.996557	1	541.5024	3	159	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2004	Phase1	Phase2	3	3	Medium	Phase1Medium	2008	2010	1	1	1
2-MRY000.32	5	-79.443329	37.629606	1	140.3895	5	160	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2005	Phase1	Phase2	5	4	Large	Phase1Large	2008	2010	2012	1	1
2-MRY043.42	4	-79.457363	37.945116	1	315.8764	4	161	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2005	Phase1	Phase2	4	4	Large	Phase1Large	2008	2010	2012	1	1
2-NBS001.56	2	-78.66682657	37.23021655	1	947.6292	2	162	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2006	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	2012	1	1
2-NUT000.62	2	-77.62443837	37.42093568	1	947.6292	2	163	VA	TS	Target	1	James	James	Bay	BayPhase2	Piedmont	Piedmont	2010	Phase2	Phase3	2	2	Small	Phase2Small	1	1	2012	2014	2016
2-NWD004.15	3	-77.751299	37.576421	1	541.5024	3	164	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2003	Phase1	Phase1	3	3	Medium	Phase1Medium	2008	2010	1	1	1
2-OGL005.53	2	-80.122457	37.839865	1	947.6292	2	165	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2001	Phase1	Phase1	2	3	Medium	Phase1Medium	2008	1	1	1	1
2-PLP002.24	2	-78.86268296	37.38757735	1	947.6292	2	166	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2006	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	2012	1	1
2-PMC000.59	2	-79.96358545	37.78017874	1	947.6292	2	167	VA	TS	Target	1	James	James	Bay	BayPhase2	Central Appalachian Ridges and Valleys	Mountain	2010	Phase2	Phase3	2	2	Small	Phase2Small	1	1	2012	2014	2016
2-POL010.11	3	-79.252935	37.61	1	541.5024	3	168	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2002	Phase1	Phase1	3	3	Large	Phase1Large	2008	1	1	1	1
2-POS002.62	2	-77.15770263	37.44754429	1	947.6292	2	169	VA	TS	Target	1	James	James	Bay	BayPhase1	Southeastern Plains	Coast	2006	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	2012	1	1
2-POT031.78	4	-80.22836828	37.59099289	1	315.8764	4	170	VA	TS	Target	1	James	James	Bay	BayPhase2	Central Appalachian Ridges and Valleys	Mountain	2009	Phase2	Phase3	4	3	Large	Phase2Large	1	1	2012	2014	2016
2-PRD004.42	2	-78.35497815	38.1696001	1	947.6292	2	171	VA	TS	Target	1	James	James	Bay	BayPhase1	Northern Piedmont	Piedmont	2006	Phase1	Phase2	2	3	Medium	Phase1Medium	2008	2010	2012	1	1
2-PRS003.23	1	-79.16347484	37.7818475	1	3790.5166	1	172	VA	TS	Target	1	James	James	Bay	BayPhase2	Blue Ridge Mountains	Mountain	2008	Phase2	Phase3	1	2	Small	Phase2Small	1	2010	2012	2014	1
2-PTR005.13	2	-79.890103	37.622641	1	947.6292	2	173	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2003	Phase1	Phase1	2	2	Small	Phase1Small	2008	2010	1	1	1
2-PWH001.70	2	-77.301521	37.581197	1	947.6292	2	174	VA	TS	Target	1	James	James	Bay	BayPhase1	Southeastern Plains	Coast	2005	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	2012	1	1
2-PWT001.97	2	-77.52699649	37.52419167	1	947.6292	2	175	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2006	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	2012	1	1
2-RED003.65_2011	4	-79.38326837	37.50907932	1	105.2921333	4	176	VA	TS	Target Wadeable - WSA_Revisit	1	James	James	Bay	BayPhase2	Piedmont	Piedmont	2011	Phase2	Phase4	4	3	Medium	Phase2Medium	1	1	1	2014	2016
2-RED003.65_2013	4	-79.3833	37.5091	1	105.2921333	4	177	VA	TS	Y -TS	1	James	James	Bay	BayPhase2	Piedmont	Piedmont	2013	Phase2	Phase4	4	3	Medium	Phase2Medium	1	1	1	1	2016
2-RED003.65_2004	4	-79.383514	37.508941	1	105.2921333	4	178	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2004	Phase1	Phase2	4	3	Medium	Phase1Medium	2008	2010	1	1	1
2-RGR001.11	2	-79.892596	37.70515	1	947.6292	2	179	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2005	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	2012	1	1
2-RKF015.42	4	-78.758801	37.812651	1	315.8764	4	180	VA	TS	Target	1	James	James	Bay	BayPhase1	Northern Piedmont	Piedmont	2005	Phase1	Phase2	4	3	Large	Phase1Large	2008	2010	2012	1	1
2-RKF023.33	3	-78.81606843	37.84353828	1	541.5024	3	181	VA	TS	Target	1	James	James	Bay	BayPhase2	Northern Piedmont	Piedmont	2008	Phase2	Phase3	3	3	Large	Phase2Large	1	2010	2012	2014	1
2-RKF026.13	4	-78.822007	37.866973	1	315.8764	4	182	VA	TS	Target	1	James	James	Bay	BayPhase1	Northern Piedmont	Piedmont	2004	Phase1	Phase2	4	3	Large	Phase1Large	2008	2010	1	1	1
2-RND003.57	2	-78.26779	37.631023	1	947.6292	2	183	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2001	Phase1	Phase1	2	3	Medium	Phase1Medium	2008	1	1	1	1
2-RSM001.88	1	-78.07876	37.816143	1	3790.5166	1	184	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2005	Phase1	Phase2	1	1	Small	Phase1Small	2008	2010	2012	1	1
2-RVN001.55	5	-78.184723	37.762728	1	140.3895	5	185	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2004	Phase1	Phase2	5	4	Large	Phase1Large	2008	2010	1	1	1
2-RVN012.05	5	-78.241611	37.823911	1	140.3895	5	186	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2001	Phase1	Phase1	5	4	Large	Phase1Large	2008	1	1	1	1
2-RVN012.84	5	-78.24565525	37.82561023	1	140.3895	5	187	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2007	Phase1	Phase3	5	4	Large	Phase1Large	1	2010	2012	2014	1
2-RVN035.67	5	-78.4155	38.008844	1	140.3895	5	188	VA	TS	Target	1	James	James	Bay	BayPhase1	Northern Piedmont	Piedmont	2002	Phase1	Phase1	5	4	Large	Phase1Large	2008	1	1	1	1
2-SDV001.02	1	-78.4369	38.2883	1	3790.5166	1	189	VA	TS	Target Wadeable	1	James	James	Bay	BayPhase2	Northern Piedmont	Piedmont	2012	Phase2	Phase4	1	1	Small	Phase2Small	1	1	1	2014	2016
2-SFT019.02	4	-77.5125234	37.35980609	1	315.8764	4	190	VA	TS	Target	1	James	James	Bay	BayPhase2	Piedmont	Piedmont	2008	Phase2	Phase3	4	3	Large	Phase2Large	1	2010	2012	2014	1
2-SKM001.04	2	-78.67313052	38.04161038	1	947.6292	2	191	VA	TS	Target	1	James	James	Bay	BayPhase1	Northern Piedmont	Piedmont	2007	Phase1	Phase3	2	3	Medium	Phase1Medium	1	2010	2012	2014	1
2-SLT003.00	4	-78.36879356	37.70809425	1	315.8764	4	192	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2007	Phase1	Phase3	4	4	Large	Phase1Large	1	2010	2012	2014	1
2-SMR004.80	2	-79.08797	37.934915	1	947.6292	2	193	VA	TS	Target	1	James	James	Bay	BayPhase1	Blue Ridge Mountains	Mountain	2001	Phase1	Phase1	2	2	Small	Phase1Small	2008	1	1	1	1
2-STH000.50	4	-79.378135	37.773018	1	315.8764	4	194	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2002	Phase1	Phase1	4	3	Large	Phase1Large	2008	1	1	1	1
2-STV000.48	3	-80.186796	37.620492	1	541.5024	3	195	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2004	Phase1	Phase2	3	2	Small	Phase1Small	2008	2010	1	1	1
2-STW004.84	3	-78.9741	37.4257	1	541.5024	3	196	VA	TS	Target Wadeable	1	James	James	Bay	BayPhase2	Piedmont	Piedmont	2011	Phase2	Phase4	3	2	Small	Phase2Small	1	1	1	2014	2016
2-SUA001.55	3	-78.676553	37.329562	1	541.5024	3	197	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2001	Phase1	Phase1	3	2	Small	Phase1Small	2008	1	1	1	1
2-SWS000.90	1	-79.89365621	37.71362927	1	3790.5166	1	198	VA	TS	Target	1	James	James	Bay	BayPhase2	Central Appalachian Ridges and Valleys	Mountain	2008	Phase2	Phase3	1	1	Small	Phase2Small	1	2010	2012	2014	1
2-TLR000.52	2	-78.81463869	37.93242491	1	947.6292	2	199	VA	TS	Target	1	James	James	Bay	BayPhase1	Northern Piedmont	Piedmont	2006	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	2012	1	1
2-TYE008.44	5	-78.90344737	37.62930255	1	140.3895	5	200	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2006	Phase1	Phase2	5	3	Large	Phase1Large	2008	2010	2012	1	1
2-TYE008.77_2004	5	-78.903283	37.633197	1	46.7965	5	201	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2004	Phase1	Phase2	5	3	Large	Phase1Large	2008	2010	1	1	1
2-TYE008.77_2011	5	-78.90302594	37.63333906	1	46.7965	5	202	VA	TS	Target Wadeable - WSA_Revisit	1	James	James	Bay	BayPhase2	Piedmont	Piedmont	2011	Phase2	Phase4	5	3	Large	Phase2Large	1	1	1	2014	2016
2-TYE008.77_2013	5	-78.903	37.6333	1	46.7965	5	203	VA	TS	Y -TS	1	James	James	Bay	BayPhase2	Piedmont	Piedmont	2013	Phase2	Phase4	5	3	Large	Phase2Large	1	1	1	1	2016
2-TYE028.94	4	-79.00654174	37.79978863	1	315.8764	4	204	VA	TS	Target	1	James	James	Bay	BayPhase2	Piedmont	Piedmont	2009	Phase2	Phase3	4	3	Large	Phase2Large	1	1	2012	2014	2016
2-VNS002.45	3	-78.58031	37.355768	1	541.5024	3	205	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2003	Phase1	Phase1	3	3	Medium	Phase1Medium	2008	2010	1	1	1
2-WDC002.90	2	-78.5873	38.150285	1	947.6292	2	206	VA	TS	Target	1	James	James	Bay	BayPhase1	Northern Piedmont	Piedmont	2004	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	1	1	1
2-WDY003.12	2	-78.009835	37.17165	1	947.6292	2	207	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2002	Phase1	Phase1	2	3	Medium	Phase1Medium	2008	1	1	1	1
2-WIC004.64	4	-78.882214	37.477765	1	315.8764	4	208	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2004	Phase1	Phase2	4	3	Large	Phase1Large	2008	2010	1	1	1
2-WLL001.83	1	-79.08256485	37.57082071	1	3790.5166	1	209	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2007	Phase1	Phase3	1	2	Small	Phase1Small	1	2010	2012	2014	1
2-WLM000.69	2	-79.0980086	37.40897342	1	947.6292	2	210	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2007	Phase1	Phase3	2	2	Small	Phase1Small	1	2010	2012	2014	1
2-WLN006.90	3	-79.80374	37.897411	1	541.5024	3	211	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2002	Phase1	Phase1	3	3	Medium	Phase1Medium	2008	1	1	1	1
2-WLS023.10	5	-78.2681	37.5731	1	140.3895	5	212	VA	TS	Target Wadeable	1	James	James	Bay	BayPhase2	Piedmont	Piedmont	2011	Phase2	Phase4	5	3	Large	Phase2Large	1	1	1	2014	2016
2-WLS024.61	5	-78.28018	37.557229	1	140.3895	5	213	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2001	Phase1	Phase1	5	3	Large	Phase1Large	2008	1	1	1	1
2-XSB000.88	1	-79.561246	37.725871	1	3790.5166	1	214	VA	TS	Target	1	James	James	Bay	BayPhase1	Central Appalachian Ridges and Valleys	Mountain	2003	Phase1	Phase1	1	1	Small	Phase1Small	2008	2010	1	1	1
2-XUD000.15	2	-77.177178	37.384822	1	947.6292	2	215	VA	TS	Target	1	James	James	Bay	BayPhase1	Southeastern Plains	Coast	2003	Phase1	Phase1	2	2	Small	Phase1Small	2008	2010	1	1	1
2-XUE000.31	1	-77.882395	37.366027	1	3790.5166	1	216	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2003	Phase1	Phase1	1	2	Small	Phase1Small	2008	2010	1	1	1
2-XUL001.67	2	-79.84575236	37.45754417	1	947.6292	2	217	VA	TS	Target	1	James	James	Bay	BayPhase2	Central Appalachian Ridges and Valleys	Mountain	2008	Phase2	Phase3	2	2	Small	Phase2Small	1	2010	2012	2014	1
2-XUM001.89	1	-78.798096	37.582373	1	3790.5166	1	218	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2002	Phase1	Phase1	1	2	Small	Phase1Small	2008	1	1	1	1
2-XVX000.62_2004	1	-77.989567	37.707717	1	1263.505533	1	219	VA	TS	Target	1	James	James	Bay	BayPhase1	Piedmont	Piedmont	2004	Phase1	Phase2	1	1	Small	Phase1Small	2008	2010	1	1	1
2-XVX000.62_2011	1	-77.98928727	37.70786314	1	1263.505533	1	220	VA	TS	Target Wadeable - WSA_Revisit	1	James	James	Bay	BayPhase2	Piedmont	Piedmont	2011	Phase2	Phase4	1	1	Small	Phase2Small	1	1	1	2014	2016
2-XVX000.62_2013	1	-77.9893	37.7079	1	1263.505533	1	221	VA	TS	Y -TS	1	James	James	Bay	BayPhase2	Piedmont	Piedmont	2013	Phase2	Phase4	1	1	Small	Phase2Small	1	1	1	1	2016
3-BLK001.92	3	-77.064188	38.028861	1	541.5024	3	222	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Southeastern Plains	Coast	2003	Phase1	Phase1	3	3	Medium	Phase1Medium	2008	2010	1	1	1
3-BLU000.54	3	-78.197281	38.24067	1	541.5024	3	223	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Northern Piedmont	Piedmont	2005	Phase1	Phase2	3	3	Medium	Phase1Medium	2008	2010	2012	1	1
3-BRK001.97	3	-77.87212	38.395431	1	541.5024	3	224	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase1	Northern Piedmont	Piedmont	2002	Phase1	Phase1	3	2	Small	Phase1Small	2008	1	1	1	1
3-BUC003.26	1	-78.00429574	38.80673908	1	3790.5166	1	225	VA	TS	Target	1	Rappahannock-York	Rappahannock	Bay	BayPhase2	Northern Piedmont	Piedmont	2008	Phase2	Phase3	1	2	Small	Phase2Small	1	2010	2012	2014	1
