"DataSource","StationID","Year","StationID_Trend","LongitudeDD","LatitudeDD","stratum","designweight","weightcategory","station","state","status","comment","set","Basin","SubBasin","BayShed","BayPanel","EcoRegion","BioRegion","Panel","BioPanel","Order","BasinSize","StreamSizeCat","StreamSizeCatPhase","AREA_SQ_MILES","IR2008","IR2010","IR2012","IR2014","IR2016","IR2018","designweighttrend","designweightoriginal","filwgt_trend","filwgt_orgil","DO","pH","SpCond","TN","TP","TDS","NH4","NO3","TKN","Ortho-P","Turb","TSS","Na","K","Cl","Sf","70331VFine","SSCCOARSE","SSCFINE","SSCTOTAL","LRBS","Slope","FN_PCT","SA_PCT","SA_FN_PCT","LSUB_DMM","BL_CB_GR_Embed_PCT","Embed_PCT","TotHab","TotTaxa","EPTTax","VEphem","VPTHydropsychidae","VScrap","VChiro","V2Dom","HBI","VHapto","EPTInd","VSCIVCPMI","MetalCCU","ARSENICppm","BERYLLIUMppm","CADMIUMppm","CHROMIUMppm","COPPERppm","LEADppm","MANGppm","NICKELppm","SILVERppm","ZINCppm","ANTIMONYppm","ALUMINUMppm","SELENIUMppm","IRONppm","MERCURYppm","THALLIUMppm","CALCIUM","MAGNESIUM","ARSENIC","BARIUM","BERYLLIUM","CADMIUM","CHROMIUM","COPPER","IRON","LEAD","MANGANESE","THALLIUM","NICKEL","SILVER","ZINC","ANTIMONY","ALUMINUM","SELENIUM","HARDNESS","MERCURY","Hg-C","YearSampled","NLCD","totalArea_sqMile","PWater","N_INDEX","PFOR","PWETL","PSHRB","PNG","PBAR","PTotBAR","U_INDEX","PURB","PMBAR","PAGT","PAGP","PAGC","S","H","Hprime","C","RNAT1","RFOR1","RWETL1","RSHRB1","RNG1","RBAR1","RTotBAR1","RHUM1","RURB1","RMBAR1","RAGT1","RAGP1","RAGC1","RNAT30","RFOR30","RWETL30","RSHRB30","RNG30","RBAR30","RTotBAR30","RHUM30","RURB30","RMBAR30","RAGT30","RAGP30","RAGC30","RNAT120","RFOR120","RWETL120","RSHRB120","RNG120","RBAR120","RTotBAR120","RHUM120","RURB120","RMBAR120","RAGT120","RAGP120","RAGC120","sqMileImp","wshdImpPCT","MunMajor","MunMinor","IndMajor","IndMinor","damcount","STRMLEN","STRMDENS","ELEVMIN","ELEVMAX","ELEVMEAN","ELEVSD","ELEVRANGE","SLPMIN","SLPMAX","SLPMEAN","SLPSD","SLPRANGE","wshdRain_mmyr","siteRain_mmyr","wshedRain_inyr","siteRain_inyr","wshdPOP2000","wshdPOP2010","POPDENS2000","POPDENS2010","POPCHG2000_2010","RDLEN","RDLEN120","STXRD_CNT","RDDENS","pctRoadLengthInRiparian","STXRD"
"State ProbMon","1APIA003.51",2011,"1APIA003.51",-77.7343,39.2962,1,947.6292,2,36,"VA","TS","Target Wadeable",1,"Potomac-Shenandoah","Potomac","Bay","BayPhase2","Blue Ridge Mountains","Mountain","Phase2","Phase3",2,3,"Medium","Phase2Medium",10.58842699,1,1,1,2014,2016,2018,947.6292,947.6292,NA,NA,"9.9499999999999993","7.25","139","0.71","4.4999999999999998E-2","74","0.01","0.39","0.6","0.03","9.9","11","5.15","1.43","8","6.68","88.6","1.02","7.96","8.98","-0.91300000000000003","0.2","1.905","66.667000000000002","68.570999999999998","0.28899999999999998","40","80","148",16,9.5,37.73,"19.100000000000001",19.09,2.73,60,4.13,95.455,84,69.025,"0.6781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.16,3.12,0.21,19.3,0.02,0.02,0.27,1.03,343,0.07,27.4,0.01,0.64,0.004,3.46,0.03,18.3,0.08,32,2.6,"NA",2011,2011,10.58842699,0.485707722,63.75242033,63.57848446,0.909061074,0,0.042663516,0,4.991631387,34.98408323,5.188539923,4.991631387,29.7955433,29.25404483,0.541498474,12,1.051106851,0.422996514,0.543832676,72.54901961,72.54901961,7.843137255,0,0,0,7.843137255,15.68627451,7.843137255,7.843137255,7.843137255,7.843137255,0,74.33628319,73.17903336,11.70864534,0,0,0,3.267528931,11.50442478,3.880190606,3.267528931,7.624234173,7.624234173,0,69.20700309,68.69207003,6.059045657,0,0,0,5.561277034,21.9361483,6.144867834,5.561277034,15.79128047,15.79128047,0,0.027507462,0.259787995,0,0,0,0,0,22116.54555,0.806469153,131,464,230.6237724,54.22875296,333,0,31.02750969,6.673309998,4.98158383,31.02750969,3908.91,951.75,153.8941776,37.47049268,440.2374759,569.1758443,16.04770186,20.74781171,29.28836719,"55028.170019929901","7719.8682577981599","9","1.9954832281344901","14.028938732656799","0.56209227347688195"
"State ProbMon","1APOH008.54",2011,"1APOH008.54",-77.2198,38.7318,1,541.5024,3,37,"VA","TS","Target Wadeable",1,"Potomac-Shenandoah","Potomac","Bay","BayPhase2","Piedmont","Piedmont","Phase2","Phase3",3,3,"Medium","Phase2Medium",19.84144244,1,1,1,2014,2016,2018,541.5024,541.5024,NA,NA,"12.8","7.65","560.5","0.745","0.02","475","8.0000000000000002E-3","0.5","0.8","4.0000000000000001E-3","2.7","2","150","2.4500000000000002","239","9.81","100","0","16.5","16.5","2.1999999999999999E-2","0.390625","4.7619999999999996","31.428999999999998","36.19","1.147","47.058999999999997","67.272999999999996","121",7,1.5,0,"2.7",16.98,47.235,78.77,5.675,49.425,29,28.65,"0.5463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,5.22,0.5,44.4,0.2,0.02,1.3,1.3,212,0.1,157,0.01,1.2,0.004,3.1,0.1,4.7,0.5,62,2.5,"NA",2011,2011,19.84144244,0.686526909,22.80775495,22.45398343,2.493914079,0.126096779,0.17688576,0.04203226,31.34555772,74.02056078,74.02056078,31.30352546,0,0,0,13,1.474789182,0.574977895,0.725857811,62.24489796,61.2244898,19.3877551,0,0,1.020408163,9.183673469,13.26530612,13.26530612,8.163265306,0,0,0,55.98602731,54.84280724,17.65639886,0.444585583,0.222292791,0.349317244,14.89361702,21.56240076,21.56240076,14.54429978,0,0,0,45.46771856,44.71904685,9.893736918,0.322009338,0.265657704,0.120753502,21.29286749,41.65995814,41.65995814,21.17211399,0,0,0,3.772862493,19.01506156,0,0,0,0,5,47223.46098,0.918938579,36,143,96.90067913,19.20761102,107,0,21.54374504,4.273461007,2.446941433,21.54374504,7350.44,1046.38,289.3875578,41.19608524,94238.17608,97938.86952,1833.871344,1905.886698,3.926957835,"575126.16521362797","59111.362160686098","62","5.5972228231802799","10.2779817257539","1.3935058153819699"
"State ProbMon","1BBGR004.08",2011,"1BBGR004.08",-78.6994,38.2914,1,947.6292,2,51,"VA","TS","Target Wadeable",1,"Potomac-Shenandoah","Shenandoah","Bay","BayPhase2","Blue Ridge Mountains","Mountain","Phase2","Phase3",2,2,"Small","Phase2Small",8.039921078,1,1,1,2014,2016,2018,947.6292,947.6292,NA,NA,"10.1","6.85","31.5","0.13","0.01","20","8.0000000000000002E-3","0.12","0.2","0.01","1.2","1","0.51","1.06","1.65","4.33","33.299999999999997","0.2","0.1","0.3","0.65","1.59375","0","0.95199999999999996","0.95199999999999996","2.6779999999999999","1.111","0.72699999999999998","189",17.5,11.5,34.545,"14.55",34.09,15.91,36.365,4.175,83.18,62.5,75.005,"0.3032",2.02,0.41,0.21,5.9,6.07,5.24,259,5.01,0.3,20.7,0.04,5690,0.2,21700,0.002,0.12,0.946,0.642,0.08,13.9,0.02,0.02,0.09,0.27,12,0.01,0.93,0.01,0.19,0.004,0.91,0.001,10.86,0.08,5,NA,"NA",2011,2011,8.039921078,0,97.29005489,97.29005489,0,0,0,0,2.636469724,2.70994511,2.70994511,2.636469724,0,0,0,5,0.322570941,0.200424594,0.131713287,95,95,0,0,0,0,0,5,0,0,5,5,0,94.6717412,94.6717412,0,0,0,0,0.570884872,4.281636537,1.427212179,0.570884872,2.854424358,2.854424358,0,94.68921172,94.68921172,0,0,0,0,1.166944511,4.358180519,1.643248392,1.166944511,2.714932127,2.714932127,0,0.008270308,0.10286554,0,1,0,0,0,15727.18948,0.755268281,403,1029,650.5794984,138.7001595,626,0,43.39743042,21.36155891,7.701971009,43.39743042,2685.35,1218.7,105.722498,47.98034087,158.4789349,0,7.612774893,0,-100,"11852.498059445301","0","0","0","0","0"
"State ProbMon","2AMLC000.84",2011,"2AMLC000.84",-79.2008,37.9217,1,947.6292,2,83,"VA","TS","Target Wadeable",1,"James","James","Bay","BayPhase2","Central Appalachian Ridges and Valleys","Mountain","Phase2","Phase3",2,2,"Small","Phase2Small",4.984424426,1,1,1,2014,2016,2018,947.6292,947.6292,NA,NA,"10","8.0500000000000007","517","2.6850000000000001","2.5000000000000001E-2","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","73.599999999999994","2.2799999999999998","6.38","8.66","-0.14499999999999999","6.2","9.5239999999999991","6.6669999999999998","16.190000000000001","2.5139999999999998","50","31.818000000000001","160",14,6.5,51.815,"5.45",32.725,13.18,46.36,4.28,83.635,68,67.655,"0.1593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.1,18.2,0.2,29.1,0.02,0.02,8.81,0.38,17.4,0.01,11.26,0.01,1.56,0.004,0.28,0.01,2.07,0.08,233,0.7,"NA",2011,2011,4.984424426,0.188232013,15.74177356,15.74177356,0,0,0,0,8.735359732,84.06999442,12.04684886,8.735359732,72.02314557,64.44506414,7.578081428,9,1.207011363,0.549334545,0.553277687,15.78947368,15.78947368,0,0,0,0,0,84.21052632,0,0,84.21052632,84.21052632,0,20.46875,20.46875,0,0,0,0,7.65625,79.53125,9.84375,7.65625,69.6875,66.875,2.8125,16.2954279,16.2954279,0,0,0,0,12.23134037,83.7045721,15.67018367,12.23134037,68.03438843,62.6416569,5.392731536,0.083050574,1.666201896,0,0,0,0,0,9492.340385,0.735292609,505,625,558.1533135,21.806837,120,0,24.10322571,5.343847233,2.873765903,24.10322571,2149.44,1079.9,84.62366774,42.51577099,201.934048,307.6799024,15.63788067,23.82689619,52.3665303,"47567.175813041496","10053.8264654959","17","4.6917999146704403","21.136059254414299","1.9301506266961099"
"State ProbMon","2BBYR000.08",2011,"2BBYR000.08",-78.0938,37.7231,1,315.8764,4,93,"VA","TS","Target Wadeable",1,"James","James","Bay","BayPhase2","Piedmont","Piedmont","Phase2","Phase3",4,4,"Large","Phase2Large",112.677,1,1,1,2014,2016,2018,315.8764,315.8764,NA,NA,"8.9","6.9","82","0.34","3.5000000000000003E-2","72","0.03","0.1","0.4","0.02","4.7","2","4.83","1.61","3.25","3.2","81.8","0.28000000000000003","1.28","1.56","NA","NA","NA","NA","NA","NA","NA","NA","119.5",19,7.5,11.36,"21.8",32.275,20.455,46.365,4.455,57.27,38,66.325,"0.5128",1.26,0.66,0.3,22.4,16.7,13.6,2100,10.5,0.37,59.2,0.16,13500,0.54,29500,0.031,0.18,7.03,3.44,0.27,23.4,0.04,0.03,0.58,0.83,234,0.03,74,0.02,0.5,0.03,0.81,0.03,4.33,0.3,32,NA,"NA",2011,2011,112.6819072,0.283712439,80.82258104,69.89625993,2.916995609,6.304892189,4.453051759,0.069077811,2.73628312,16.07601026,2.808444762,2.667205309,13.2675655,13.08623625,0.181329254,14,1.568918232,0.594499488,0.688726235,65.03623188,61.5942029,28.80434783,1.811594203,0.543478261,0,0.724637681,5.797101449,0.724637681,0.724637681,5.072463768,4.710144928,0.362318841,68.05357652,63.30578512,26.12140211,2.017668852,1.704189228,0.017098889,0.974636649,5.27215731,0.968937019,0.95753776,4.303220291,4.098033628,0.205186663,78.15071366,70.55863256,12.25868028,4.031756591,3.145290741,0.014461107,1.352113491,9.185695073,1.353559601,1.337652384,7.832135472,7.691862735,0.140272736,0.189786199,0.168426506,7,70,7,40,203,13303257.02,0.861421415,47,1378,430.7640573,261.8896986,1331,0,78.20130157,10.70616833,7.783390654,78.20130157,1777272.87,1054.14,69971.41062,41.50159721,3727.805908,4133.726858,12.77379611,14.16473533,10.88900444,"766396.92351797002","72114.297672542103","112","1.1696132435886699","9.4095233761531691","0.42874660803426701"
"State ProbMon","2BXAD000.07",2011,"2BXAD000.07",-78.4909,37.7458,1,3790.5166,1,119,"VA","TS","Target Wadeable",1,"James","James","Bay","BayPhase2","Piedmont","Piedmont","Phase2","Phase3",1,1,"Small","Phase2Small",0.853440211,1,1,1,2014,2016,2018,3790.5166,3790.5166,NA,NA,"11.65","7.25","57","0.14000000000000001","2.5000000000000001E-2","58","8.0000000000000002E-3","0.01","0.2","0.01","3.7","2","4.92","0.57999999999999996","5.97","2.25","50","0.62","0.62","1.23","6.2E-2","1.72","0","22.856999999999999","22.856999999999999","1.7","46","45.091000000000001","139",21.5,10.5,27.725,"12.75",20,29.545,45,4.39,58.635,49.5,68.735,"0.2781",0.4,0.32,0.05,16.6,7.72,4.95,645,5.04,0.2,19.8,0.02,5850,0.2,10700,0.032,0.1,0.959,0.192,0.06,7.23,0.04,0.03,0.03,0.04,12,0.02,0.25,0.02,0.05,0.03,0.4,0.02,14.35,0.3,3,1.2,"NA",2011,2011,0.853440211,0,80.29315961,62.1742671,0,12.78501629,5.089576547,0.244299674,6.311074919,19.70684039,6.311074919,6.066775244,13.39576547,13.39576547,0,9,1.519502881,0.691555564,0.685492353,58.33333333,58.33333333,16.66666667,0,0,0,16.66666667,25,16.66666667,16.66666667,8.333333333,8.333333333,0,89.83833718,84.52655889,5.080831409,2.309468822,3.002309469,0,4.618937644,5.080831409,4.618937644,4.618937644,0.461893764,0.461893764,0,91.48580968,81.46911519,1.947690595,6.900389538,3.005008347,0.111296605,2.615470228,6.566499722,2.782415136,2.504173623,3.784084585,3.784084585,0,0.003822411,0.447882736,0,0,0,0,0,6424.608438,2.906534451,110,162,139.9985289,12.30134259,52,0,9.087883949,3.064945766,1.551811599,9.087883949,1086.8,1086.8,42.78742468,42.78742468,14.30671341,147.6028237,6.466343236,66.71347172,931.7032252,"10898.1916662442","1206.36800708804","0","1.7724212204457099","11.0694328383361","0"
"State ProbMon","2-CRG047.95",2011,"2-CRG047.95",-80.0876,37.5112,1,315.8764,4,136,"VA","TS","Target Wadeable",1,"James","James","Bay","BayPhase2","Central Appalachian Ridges and Valleys","Mountain","Phase2","Phase3",4,4,"Large","Phase2Large",220.6347966,1,1,1,2014,2016,2018,315.8764,315.8764,NA,NA,"10","7.4","125.5","0.27500000000000002","0.01","47","0.01","0.09","0.2","0.02","2.8","3","1.49","0.7","2.56","4.68","92.6","0.19","2.37","2.56","0.20399999999999999","0.32624999999999998","1.905","22.856999999999999","24.762","1.575","8","29.818000000000001","166",19,9.5,20.91,"7.75",45.905,11.365,38.635,4.335,81.82,35.5,70.585,"0.3779",4.48,0.37,0.29,6.13,6.01,9.31,136,10.4,0.2,47.3,0.33,2590,0.21,11000,0.018,0.06,9.12,2.41,0.13,35.6,0.02,0.02,0.72,0.32,103,0.02,6.8,0.01,0.89,0.004,0.89,0.02,9.68,0.12,34,0.7,"NA",2011,2011,220.6347966,0.156393962,90.65242899,89.86841173,0,0.046146456,0.734248388,0.003622418,2.36417901,9.19117705,2.970067802,2.360556592,6.221109247,5.550016931,0.671092317,13,0.678096842,0.26437046,0.273321051,88.23933975,87.68913343,0,0,0.550206327,0,2.475928473,10.31636864,3.71389271,2.475928473,6.602475928,5.914718019,0.687757909,86.89339651,86.31918022,0,0,0.564879438,0.00933685,3.781424337,11.81578395,4.705772508,3.772087486,7.110011438,6.286034406,0.823977031,84.94517046,84.22067993,0,0.008361803,0.709558736,0.006569988,4.214946126,14.48682419,5.28286786,4.208376138,9.203956327,8.223833528,0.980122799,0.764044434,0.346293715,0,2,0,0,4,644882.8333,1.128518602,374,1315,664.5596686,166.2864041,941,0,61.08472824,12.64537233,7.436221744,61.08472824,56846.77,955.48,2238.06302,37.61734315,4149.415102,3798.749995,7.260714436,6.647114895,-8.450952673,"1081055.94040596","436809.86464675498","525","2.9614612548461201","40.405852122946001","0.83145142752988399"
"State ProbMon","2-DCK003.94",2011,"2-DCK003.94_2011",-80.34804838,37.46347082,1,236.9073,2,147,"VA","TS","Target Wadeable - WSA_Revisit",1,"James","James","Bay","BayPhase2","Central Appalachian Ridges and Valleys","Mountain","Phase2","Phase3",2,2,"Small","Phase2Small",1.6988881,1,1,1,2014,2016,2018,236.9073,947.6292,NA,NA,"8.8000000000000007","6.4","28","0.15","0.01","14","8.0000000000000002E-3","7.0000000000000007E-2","0.2","4.0000000000000001E-3","2.9","3","0.72","0.51","1.91","3.58","66.7","0.56999999999999995","1.1299999999999999","1.7","-0.46600000000000003","2.9","0","11.429","11.429","1.645","20.815999999999999","29.454999999999998","167.5",16,9.5,26.365,"37.299999999999997",11.365,14.545,37.27,3.54,67.725,72,71.42,"0.9735",3.23,0.47,0.06,3.38,1.76,8.97,171,5.44,0.2,21.4,0.08,1780,0.2,8070,0.02,0.03,1.1,0.652,0.11,26.7,0.12,0.06,0.09,0.46,36.9,0.17,6.05,0.06,1.67,0.004,5.53,0.02,19.9,0.1,6,0.7,"NA",2011,2011,1.698888108,0,97.81141338,97.42278585,0,0,0.388627531,0,1.063612191,2.188586623,1.063612191,1.063612191,1.124974432,1.124974432,0,6,0.254796843,0.142204826,0.088292514,100,100,0,0,0,0,0,0,0,0,0,0,0,96.97674419,96.97674419,0,0,0,0,0.23255814,3.023255814,0.23255814,0.23255814,2.790697674,2.790697674,0,95.27377522,94.63976945,0,0,0.634005764,0,2.766570605,4.726224784,2.766570605,2.766570605,1.959654179,1.959654179,0,0.001056376,0.062180405,0,0,0,0,0,6441.71376,1.463991514,648,1135,828.3133777,131.9194832,487,0.355126977,39.99452972,13.92976385,7.309230237,39.63940275,4026.86,969.14,158.5378809,38.15513871,30.39623189,5.124814632,6.908854257,1.164835086,-83.13996731,"7745.7109511366198","4175.2364195759901","9","2.8995328804366101","53.903850090911398","1.5138796323645201"
"State ProbMon","2-DDY000.75",2011,"2-DDY000.75_2011",-79.37611138,38.17732121,1,947.6292,1,151,"VA","TS","Target Wadeable - WSA_Revisit",1,"James","James","Bay","BayPhase2","Central Appalachian Ridges and Valleys","Mountain","Phase2","Phase3",1,2,"Small","Phase2Small",2.4463433,1,1,1,2014,2016,2018,947.6292,3790.5166,NA,NA,"9.35","7.45","37","9.5000000000000001E-2","0.01","25","8.0000000000000002E-3","0.08","0.2","4.0000000000000001E-3","1.1000000000000001","1","0.95","0.84","1.36","5.01","63.6","0.41","0.72","1.1200000000000001","-0.23200000000000001","2.6","0","4.7619999999999996","4.7619999999999996","1.78","23.039000000000001","24.273","172.5",17,11.5,46.36,"27.3",28.635,5.455,47.27,3.185,81.815,87,81.435,"0.2914",9.93,0.67,0.18,13,10.2,14.2,585,18.8,0.2,47.7,0.45,9300,0.2,24500,0.011,0.08,1.65,1.1,0.08,8.52,0.02,0.02,0.3,0.18,12,0.01,0.24,0.01,0.22,0.004,1.48,0.01,9.64,0.08,10,NA,"NA",2011,2011,2.446343277,0,97.17329545,97.17329545,0,0,0,0,2.826704545,2.826704545,2.826704545,2.826704545,0,0,0,4,0.774054656,0.558362407,0.394439606,85.71428571,85.71428571,0,0,0,0,14.28571429,14.28571429,14.28571429,14.28571429,0,0,0,93.84057971,93.84057971,0,0,0,0,5.434782609,5.434782609,5.434782609,5.434782609,0,0,0,87.61904762,87.61904762,0,0,0,0,10.56277056,11.77489177,10.56277056,10.56277056,1.212121212,0.519480519,0.692640693,0.000879155,0.0359375,0,0,0,0,0,4169.58715,0.6580783,537,1349,801.5748395,198.2135531,812,0,45.48232269,15.57568713,9.117674848,45.48232269,1058.16,1069.03,41.65986502,42.087818,13.56030124,0.601651059,2.138929235,0.094901213,-95.56314386,"4007.00390070699","2453.1498332343299","2","3.1924917079086601","61.221548419294002","0.659274828242713"
"State ProbMon","2DNBX002.33",2011,"2DNBX002.33",-77.4107,36.9511,1,140.3895,5,155,"VA","TS","Target Wadeable",1,"James","James","Bay","BayPhase2","Southeastern Plains","Coast","Phase2","Phase3",5,4,"Large","Phase2Large",235.7875303,1,1,1,2014,2016,2018,140.3895,140.3895,NA,NA,"10.15","7.15","152","1.5149999999999999","0.12","112","0.02","1.1000000000000001","0.3","0.04","4.0999999999999996","3","7.74","2.3199999999999998","9.6300000000000008","5.79","81.599999999999994","0.38","1.68","2.06","-1.7390000000000001","0.215","26.667000000000002","58.094999999999999","84.762","-0.71499999999999997","75","93.635999999999996","115.5",12,6.5,26.36,"3.6",9.095,53.635,78.185,5.295,43.185,42,58.47370048,"0.2561",1.69,0.97,0.19,26.3,8.56,13.6,651,10.2,0.2,42.6,0.07,9680,0.64,43700,0.05,0.21,12.2,4.86,0.06,35.8,0.02,0.02,1.81,0.42,246,0.01,174,0.01,0.6,0.004,0.84,0.01,3.15,0.08,52,NA,"NA",2011,2011,235.7875303,0.418692459,72.70629188,57.08837049,5.625747007,7.516568638,7.789801943,0.186871538,3.608477601,21.37394793,3.729914626,3.421606064,17.6440333,9.771848717,7.872184584,15,1.958792873,0.723322216,0.818328791,56.43724696,47.85425101,35.22267206,4.615384615,3.643724696,0,2.105263158,5.344129555,2.186234818,2.105263158,3.157894737,2.267206478,0.890688259,61.11866065,52.70696309,31.25781377,4.495298146,3.601130619,0,1.440452248,5.220959939,1.551883459,1.440452248,3.66907648,2.611838887,1.057237593,71.80832289,59.31913657,16.78697238,6.528343934,5.648716547,0.060902604,2.013246316,10.29392427,2.071380621,1.952343712,8.222543653,4.810613663,3.41192999,0.711500177,0.301754794,0,1,0,0,4,551619.1503,0.903275881,18,142,73.16187371,22.54186632,124,0,21.37885857,2.333322612,1.581755439,21.37885857,75932.11,1145.02,2989.454764,45.0795519,6132.416966,7003.42608,10.04214018,11.46846126,14.20335765,"2222724.5430096602","236465.532893105","382","1.8992849658445401","10.638544197335399","0.72347748030773995"
"State ProbMon","2-JOB013.77",2011,"2-JOB013.77",-80.2604,37.4811,1,315.8764,4,176,"VA","TS","Target Wadeable",1,"James","James","Bay","BayPhase2","Central Appalachian Ridges and Valleys","Mountain","Phase2","Phase3",4,4,"Large","Phase2Large",66.12945415,1,1,1,2014,2016,2018,315.8764,315.8764,NA,NA,"10","7","85.5","0.11","0.01","24","8.0000000000000002E-3","0.03","0.3","4.0000000000000001E-3","4.0999999999999996","4","0.79","0.67","1.75","4.01","100","0","1.88","1.88","0.25800000000000001","0.125","1.905","37.143000000000001","39.048000000000002","1.246","11.25","43.091000000000001","126.5",20,12.5,34.09,"12.75",39.545,21.365,48.185,4.525,70.91,56.5,73.945,"0.6225",3.77,0.46,0.28,7.45,5.52,11.9,230,11.9,0.2,56.4,0.22,2690,0.2,9420,0.024,0.09,3.25,1.07,0.16,28.5,0.02,0.02,0.3,0.47,97,0.02,14.13,0.01,1.29,0.004,2.41,0.01,13.29,0.08,13,NA,"NA",2011,2011,66.12945415,0.249599327,93.74688001,92.87144321,0.002101889,0.048343449,0.824991461,0,1.419826069,6.003520664,1.5291243,1.419826069,4.474396364,3.93841465,0.535981714,12,0.544588848,0.219158675,0.211355357,92.02733485,90.88838269,0,0,1.138952164,0,1.366742597,5.69476082,1.822323462,1.366742597,3.872437358,3.644646925,0.227790433,90.51609366,89.64680085,0,0,0.869292819,0,1.863889106,8.058579372,2.106664578,1.863889106,5.951914794,5.239251312,0.712663482,87.87689581,87.01283007,0,0.02618381,0.837881931,0,2.320288425,11.23688292,2.638522427,2.320288425,8.598360491,7.75846442,0.83989607,0.06535976,0.098836079,0,1,0,0,4,191898.4656,1.120413871,489,1311,742.5048507,169.7277513,822,0,55.12455368,12.15475775,6.875122237,55.12455368,17111.36,960.6,673.6759543,37.81891806,1268.299263,327.7338187,7.405171247,1.913527131,-74.15958298,"250571.399224247","104834.24255864701","114","2.3519674064860698","41.838072055792097","0.59582354302128204"
"State ProbMon","2-LIJ003.06",2011,"2-LIJ003.06_2011",-79.15866411,37.88508397,1,947.6292,1,180,"VA","TS","Target Wadeable - WSA_Revisit",1,"James","James","Bay","BayPhase2","Blue Ridge Mountains","Mountain","Phase2","Phase3",1,1,"Small","Phase2Small",0.2425494,1,1,1,2014,2016,2018,947.6292,3790.5166,NA,NA,"9.4499999999999993","7.4","105","0.27","6.5000000000000002E-2","56","8.0000000000000002E-3","0.11","0.1","0.02","4.7","6","9.3000000000000007","0.44","12.1","2.59","47.2","2.68","2.39","5.07","-0.96699999999999997","10.5","0","9.5239999999999991","9.5239999999999991","1.7569999999999999","32.25","31.818000000000001","154.5",16.5,11.5,30.455,"15.45",43.64,5,52.73,3.915,88.185,62,75.685,"0.3335",0.4,1.16,0.46,8.9,11.9,17.4,535,4.82,0.2,121,0.06,12700,0.48,27800,0.02,0.11,4.22,1.03,0.04,20.6,0.02,0.02,0.64,0.22,12,0.01,0.72,0.01,0.13,0.004,2.09,0.001,11.31,0.08,15,NA,"NA",2011,2011,0.242549376,0,78.2234957,78.2234957,0,0,0,0,21.7765043,21.7765043,21.7765043,21.7765043,0,0,0,4,0.738084631,0.532415519,0.413231418,90.90909091,90.90909091,0,0,0,0,9.090909091,9.090909091,9.090909091,9.090909091,0,0,0,80.22922636,80.22922636,0,0,0,0,13.18051576,19.77077364,14.89971347,13.18051576,4.871060172,4.871060172,0,70.260747,70.260747,0,0,0,0,18.81606765,29.739253,21.00070472,18.81606765,8.738548273,8.738548273,0,0.000750583,0.309455587,0,0,0,0,0,5145.45788,8.190789758,861,1066,919.7742718,37.97316274,205,0.502218962,27.50706673,10.76610038,4.835657834,27.00484776,2553.98,1274.02,100.550448,50.1582948,4.482571046,3.284966391,7.139365048,5.231947023,-26.71691407,"2521.30304680475","1135.4326141337101","1","8.1264954814812498","45.033563719071601","2.5159615173065299"
"State ProbMon","2-RED003.65",2011,"2-RED003.65_2011",-79.38326837,37.50907932,1,78.9691,4,208,"VA","TS","Target Wadeable - WSA_Revisit",1,"James","James","Bay","BayPhase2","Piedmont","Piedmont","Phase2","Phase3",4,3,"Medium","Phase2Medium",16.7,1,1,1,2014,2016,2018,78.9691,315.8764,NA,NA,"10.199999999999999","6.8","45.5","0.53500000000000003","2.5000000000000001E-2","43","0.01","0.22","0.2","0.02","5.9","8","2.1","0.88","2.38","2.3199999999999998","75","1.41","4.22","5.63","-0.376","0.69","0","36.19","36.19","1.24","10.833","41.636000000000003","164.5",15.5,8.5,55,"9.5500000000000007",13.18,5,53.18,4.225,92.27,81.5,66.28,"0.2971",0.4,0.55,0.11,15.8,2.34,12,156,1.88,0.2,28.8,0.03,7480,0.28,12500,0.002,0.12,4.83,1.27,0.06,23,0.04,0.03,0.42,0.18,14.5,0.02,5.24,0.02,0.21,0.03,0.51,0.02,2.81,0.3,18,0.78,"NA",2011,2011,16.70602264,0.095681837,71.50969299,71.21432732,0,0.062401198,0.222564273,0.0104002,2.764373076,28.39462518,3.554788252,2.753972876,24.83983692,24.2553457,0.584491222,12,1.048215636,0.421833004,0.52269374,76.97841727,76.25899281,0,0,0,0.71942446,2.877697842,23.02158273,2.877697842,2.158273381,20.14388489,20.14388489,0,73.7925574,73.5814199,0,0,0.13196094,0.079176564,2.876748482,26.02269728,3.325415677,2.797571919,22.6972816,21.90551597,0.791765637,72.00759116,71.61447743,0,0.033889115,0.325335502,0.033889115,3.497356649,27.93140843,4.148027654,3.463467534,23.78338078,22.86837468,0.9150061,0.075284129,0.450640652,0,0,0,0,1,56877.66959,1.314530422,217,1214,460.8618629,244.5862883,997,0,47.70557785,12.5477408,8.836241374,47.70557785,4482.7,1049.34,176.4843473,41.31262073,485.019318,377.8037493,11.20972576,8.731768535,-22.10542236,"123625.928109297","40951.824134735201","56","3.1622811332115601","33.125594898288597","1.0095350729082"
