DataSource,StationID,Year,StationID_Trend,LongitudeDD,LatitudeDD,stratum,designweight,weightcategory,station,state,status,comment,set,Basin,SubBasin,BayShed,BayPanel,EcoRegion,BioRegion,Panel,BioPanel,Order,BasinSize,StreamSizeCat,StreamSizeCatPhase,AREA_SQ_MILES,IR2008,IR2010,IR2012,IR2014,IR2016,IR2018,IR2020,DO,pH,SpCond,TN,TP,TDS,NH4,NO3,TKN,Ortho-P,Turb,TSS,Na,K,Cl,Sf,70331VFine,SSCCOARSE,SSCFINE,SSCTOTAL,LRBS,Slope,FN_PCT,SA_PCT,SA_FN_PCT,LSUB_DMM,BL_CB_GR_Embed_PCT,Embed_PCT,TotHab,TotTaxa,EPTTax,VEphem,VPTHydropsychidae,VScrap,VChiro,V2Dom,HBI,VHapto,EPTInd,VSCIVCPMI,MetalCCU,ARSENICppm,BERYLLIUMppm,CADMIUMppm,CHROMIUMppm,COPPERppm,LEADppm,MANGppm,NICKELppm,SILVERppm,ZINCppm,ANTIMONYppm,ALUMINUMppm,SELENIUMppm,IRONppm,MERCURYppm,THALLIUMppm,CALCIUM,MAGNESIUM,ARSENIC,BARIUM,BERYLLIUM,CADMIUM,CHROMIUM,COPPER,IRON,LEAD,MANGANESE,THALLIUM,NICKEL,SILVER,ZINC,ANTIMONY,ALUMINUM,SELENIUM,HARDNESS,MERCURY,Hg-C,YearSampled,NLCD,totalArea_sqMile,PWater,N_INDEX,PFOR,PWETL,PSHRB,PNG,PBAR,PTotBAR,U_INDEX,PURB,PMBAR,PAGT,PAGP,PAGC,S,H,Hprime,C,RNAT1,RFOR1,RWETL1,RSHRB1,RNG1,RBAR1,RTotBAR1,RHUM1,RURB1,RMBAR1,RAGT1,RAGP1,RAGC1,RNAT30,RFOR30,RWETL30,RSHRB30,RNG30,RBAR30,RTotBAR30,RHUM30,RURB30,RMBAR30,RAGT30,RAGP30,RAGC30,RNAT120,RFOR120,RWETL120,RSHRB120,RNG120,RBAR120,RTotBAR120,RHUM120,RURB120,RMBAR120,RAGT120,RAGP120,RAGC120,sqMileImp,wshdImpPCT,MunMajor,MunMinor,IndMajor,IndMinor,damcount,STRMLEN,STRMDENS,ELEVMIN,ELEVMAX,ELEVMEAN,ELEVSD,ELEVRANGE,SLPMIN,SLPMAX,SLPMEAN,SLPSD,SLPRANGE,wshdRain_mmyr,siteRain_mmyr,wshdRain_inyr,siteRain_inyr,wshdPOP2000,POPDENS2000,wshdPOP2010,POPDENS2010,POPCHG2000_2010,RDLEN,RDLEN120,STXRD_CNT,RDDENS,pctRoadLengthInRiparian,STXRD
State ProbMon,6BPLL001.61,2008,6BPLL001.61_2008,-82.77178556,36.86556086,1,541.5024,3,379,VA,TS,Target,1,Tennessee,Clinch-Powell,NonBay,NonBayPhase1,Central Appalachians,Mountain,Phase1,Phase2,3,3,Medium,Phase1Medium,39.7395899,1,2010,2012,2014,1,1,1,10.45,8.15,207,0.455,1.50E-02,90,0.04,0.41,0.1,0.02,3.2,3,4.41,0.89,6.76,16.1,NA,NA,NA,NA,0.239,0.2417,10.577,20.192,30.769,1.105,44.595,62.727,110,14,5.5,22.065,19.2,46.87,17.645,56.405,4.385,74.22,36,61.9349016,0.5129,5,5,1,5.29,5.43,8.58,211,8.15,1,35.8,5,2390,1,8830,0.1,5,20,3.4,0.44,25.4,0.1,0.1,0.13,0.29,50,0.1,5.07,0.1,0.17,0.1,1,0.5,30,0.5,65,1.5,U,2008,2006,39.7395899,0.161758534,83.56795607,72.53340095,0.021859261,0,10.44522943,0.589325686,6.653959149,16.24842613,12.07505596,6.064633464,4.173370173,3.769411024,0.403959149,13,1.249391947,0.487101994,0.522537053,75.52083333,63.54166667,0.520833333,0,11.97916667,0,8.333333333,23.4375,18.22916667,8.333333333,5.208333333,5.208333333,0,73.26072822,57.89986996,0.097529259,0,14.79193758,0.568920676,9.915474642,25.78023407,20.31859558,9.346553966,5.461638492,4.762678804,0.698959688,74.07877529,58.52373259,0.076928995,0,15.12424033,0.430802369,10.28156012,25.52888684,20.13616432,9.850757751,5.392722517,4.769597661,0.623124856,1.196387157,3.010387521,0,0,0,1,1,90777.52814,0.88197195,450,1282,732.4469432,204.637592,832,0,57.91243744,15.06274367,8.937677611,57.91243744,13550.87,1230.75,533.499107,48.45475058,5876.745473,57.09700158,6737.642478,65.46126337,14.64921372,472195.4083,169268.005,198,7.24409305,35.84702477,2.181156549
State ProbMon,6BTMS006.51,2008,6BTMS006.51,-82.40399046,36.98094928,1,947.6292,2,380,VA,TS,Target,1,Tennessee,Clinch-Powell,NonBay,NonBayPhase1,Central Appalachians,Mountain,Phase1,Phase2,2,2,Small,Phase1Small,2.094441581,1,2010,2012,2014,1,1,1,11.4,7.5,141,0.47,0.02,78,0.04,0.37,0.1,0.02,1.3,3,10.6,1.49,19,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,16,10,2.97,45.5,8.91,23.76,45.54,3.76,72.28,50,66.56478003,0.7197,5,5,1,5,5,6.11,3420,16.2,1,48.3,5,3160,1,13000,0.1,5,9.6,3.4,0.1,27.8,0.1,0.1,0.4,1,50,0.1,17,0.1,0.85,0.1,1,0.5,9.13,0.5,41,1.5,U,2008,2006,2.094441581,0,47.47759708,46.73083306,0,0,0.746764023,0,5.80816462,52.52240292,13.67407899,5.80816462,38.84832393,38.84832393,0,8,1.247613868,0.599975447,0.640849383,47.36842105,47.36842105,0,0,0,0,10.52631579,52.63157895,10.52631579,10.52631579,42.10526316,42.10526316,0,62.1559633,62.1559633,0,0,0,0,5.504587156,37.8440367,7.568807339,5.504587156,30.27522936,30.27522936,0,61.72907489,61.45374449,0,0,0.275330396,0,5.561674009,38.27092511,8.645374449,5.561674009,29.62555066,29.62555066,0,0.067712291,3.233654165,0,0,0,0,0,6270.933827,1.156015796,788,893,856.4615501,14.0401346,105,0,23.12042618,6.506855099,3.853485117,23.12042618,4683.69,1171.24,184.3973437,46.11183592,173.4500359,31.97466068,374.3849282,69.01601941,115.8459791,37854.46665,8208.787508,13,5.017971634,21.68512262,2.073056479
State ProbMon,6CSTU000.15,2008,6CSTU000.15,-81.65308472,36.65838897,1,3790.5166,1,381,VA,TS,Target,1,Tennessee,Holston,NonBay,NonBayPhase1,Blue Ridge Mountains,Mountain,Phase1,Phase2,1,2,Small,Phase1Small,1.836906345,1,2010,2012,2014,1,1,1,9.95,7.3,70.5,0.49,1.50E-02,42,0.04,0.43,0.2,0.02,3.3,4,6.51,0.82,10.3,5,NA,NA,NA,NA,-0.847,3.6266,11.429,11.429,22.857,1.172,22.5,42.818,138.5,18.5,10.5,34.29,12.25,47.73,6.365,39.48,4.035,89.44,60,77.7474212,0.5827,5,5,1,6.45,5,20.3,399,5,1,44,5,5780,1,12500,0.1,5,3.82,0.98,0.13,30,0.1,0.1,0.29,0.21,50,0.1,2.64,0.1,0.1,0.1,1,0.5,6.69,0.5,15,1.5,U,2008,2006,1.836906345,0,87.61580639,86.65154093,0,0.056721497,0.113442995,0.850822462,7.109094347,12.32747211,6.352807714,6.258271885,5.974664398,5.974664398,0,9,0.628881735,0.286216412,0.273815799,85.71428571,85.71428571,0,0,0,0,14.28571429,14.28571429,14.28571429,14.28571429,0,0,0,84.81481481,84.81481481,0,0,0,0,11.48148148,15.18518519,12.22222222,11.48148148,2.962962963,2.962962963,0,79.53110911,79.53110911,0,0,0,0,16.5915239,20.46889089,16.77186655,16.5915239,3.697024346,3.697024346,0,0.004673767,0.25430138,0,0,0,0,0,3973.871991,0.835269572,886,1636,1125.074949,180.3423813,750,0.355126977,38.44535065,16.40626346,7.582095959,38.09022367,5407.63,1286.04,212.8989339,50.6315234,51.10327192,10.74141496,85.90588178,18.05658794,68.10250802,19798.8943,7337.808005,8,7.37379011,37.06170605,2.0131499
State ProbMon,8-BRD000.43,2008,8-BRD000.43,-76.80145586,37.42918266,1,947.6292,2,382,VA,TS,Target,1,Rappahannock-York,York,Bay,BayPhase1,Southeastern Plains,Coast,Phase1,Phase2,2,2,Small,Phase1Small,2.481960258,1,2010,2012,2014,1,1,1,9.3,7.25,154,0.98,0.06,112,0.06,0.62,0.6,0.04,15.4,16,5.44,1.49,10.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.5,17,4,9.945,1.45,8.315,23.26,48.685,6.01,58.76,23.5,48.43329191,0.4226,5,5,1,15.1,5,8.17,107,5,1,20.2,5,5230,1,12700,0.1,5,20.3,1.96,0.77,25.86,0.1,0.1,0.27,0.22,211,0.1,34.2,0.1,0.39,0.1,1,0.5,12.8,0.5,60,1.5,U,2008,2006,2.481960258,0,51.09836295,48.70575066,6.380299426,5.316916189,1.860920666,0.531691619,17.82566112,37.20442144,24.33188751,17.2939695,12.87253393,3.302084791,9.570449139,13,1.9932266,0.777101736,0.801046108,33.33333333,33.33333333,50,0,0,0,16.66666667,16.66666667,16.66666667,16.66666667,0,0,0,34.43526171,33.05785124,49.03581267,1.928374656,1.377410468,0,11.01928375,14.60055096,12.9476584,11.01928375,1.652892562,0,1.652892562,55.30012771,54.02298851,26.56449553,4.022988506,1.277139208,0,10.28097063,14.11238825,12.06896552,10.28097063,2.043422733,0.127713921,1.915708812,0.090511241,3.64446621,0,0,0,0,0,5318.394946,0.827342937,-1,48,28.6724924,8.612766239,49,0,35.11764908,6.535394087,4.467857847,35.11764908,1130.06,1130.06,44.49057521,44.49057521,191.5745442,29.80181945,823.1226944,128.0470432,329.6618311,38825.51531,3633.778356,10,2.580301562,9.359253385,1.880266528
State ProbMon,8-LRK000.11,2008,8-LRK000.11,-77.68858473,38.00617034,1,947.6292,2,383,VA,TS,Target,1,Rappahannock-York,York,Bay,BayPhase1,Piedmont,Piedmont,Phase1,Phase2,2,2,Small,Phase1Small,6.85552629,1,2010,2012,2014,1,1,1,8.75,6.3,50.5,0.49,4.50E-02,70,0.04,0.06,1.1,0.02,19.4,11,2.5,1.77,5,5.62,NA,NA,NA,NA,-0.378,0.5583,9.524,26.667,36.19,1.243,41.389,48.545,131,17.5,7.5,58.165,5.25,10.84,17.16,63.935,4.57,28.975,68,61.06259701,2.203,5,5,1,11.5,5,5.07,363,5,1,19.1,5,4430,1,7920,0.1,5,2.6,1.29,0.2,35.82,0.16,0.1,0.55,1.55,543,0.3,122,0.1,1.5,0.1,3.98,0.5,116,0.5,12,6,NA,2008,2006,6.85552629,0.025344688,63.95985401,63.6607867,1.003649635,17.48783455,0.263584753,0,2.367193836,17.55879968,2.468572587,2.367193836,15.09022709,9.139294404,5.950932685,13,1.637101112,0.638258649,0.744642959,73.52941176,73.52941176,23.52941176,2.941176471,0,0,0,0,0,0,0,0,0,76.77419355,76.77419355,9.032258065,11.05990783,0,0,0.64516129,3.133640553,0.64516129,0.64516129,2.488479263,1.843317972,0.64516129,72.17199559,72.12789416,3.792723264,15.19294377,0.022050717,0,1.345093716,8.864388093,1.367144432,1.345093716,7.49724366,5.777287762,1.719955899,0.00999387,0.145782644,0,0,0,0,0,15757.92643,0.887478968,52,121,87.80149349,11.76510856,69,0,13.69649315,3.466745177,1.923168247,13.69649315,2147.81,1073.79,84.55949448,42.27521968,291.5454112,16.41969974,348.739642,19.64085179,19.61760626,44771.957,3667.077139,8,0.896794191,8.190567007,0.50768101
State ProbMon,8-MAR007.63,2008,8-MAR007.63,-77.2190782,37.95227623,1,315.8764,4,384,VA,TS,Target,1,Rappahannock-York,York,Bay,BayPhase1,Southeastern Plains,Coast,Phase1,Phase2,4,4,Large,Phase1Large,65.76924149,1,2010,2012,2014,1,1,1,10.65,6.95,48.5,0.44,0.03,21,0.04,0.15,0.2,0.02,5.5,5,3.84,1.43,6.86,5,NA,NA,NA,NA,0.153,6.43E-02,14.286,29.524,43.81,0.704,45.909,61.636,124.5,18,7.5,21.635,15.9,24.645,13.845,38.38,4.215,72.085,41.5,80.04753615,1.872,5,5,1,5.23,5,5,165,5,1,10,5,2680,1,3900,0.1,5,1.7,1.3,0.55,28.7,0.28,0.29,0.56,1.2,390,0.41,75.7,0.27,0.75,0.1,2.64,0.5,26.7,0.5,10,3.1,NA,2008,2006,65.76924149,0.851169499,54.33536395,52.96482784,7.787857494,15.30361549,1.334608414,0,5.579888941,21.75792127,6.944613222,5.579888941,14.81330804,6.998504774,7.814803269,14,2.059428638,0.780365252,0.842871961,23.046875,21.875,63.4765625,1.7578125,0.78125,0,1.3671875,1.7578125,1.5625,1.3671875,0.1953125,0.1953125,0,30.07052186,28.95157499,55.16690174,4.193700047,0.639398213,0,1.156558533,2.41654913,1.570286789,1.156558533,0.846262341,0.178655383,0.667606958,50.72765976,49.56557626,30.71593032,9.748468656,0.973109171,0,2.239454364,5.375993744,2.584821235,2.239454364,2.79117251,0.873191711,1.917980798,0.557748984,0.848036393,0,1,0,0,7,155219.019,0.911217187,15,79,54.13381755,9.596488835,64,0,18.82722855,3.179863195,1.997855135,18.82722855,20472.22,1080.36,805.9933486,42.53388124,1783.093024,10.46769282,2897.558304,17.0101895,62.50180245,592452.1231,62101.93245,97,1.499101158,10.48218582,0.624923419
State ProbMon,8-POR024.64,2008,8-POR024.64,-77.73251226,38.22926075,1,541.5024,3,385,VA,TS,Target,1,Rappahannock-York,York,Bay,BayPhase1,Piedmont,Piedmont,Phase1,Phase2,3,3,Medium,Phase1Medium,19.62925916,1,2010,2012,2014,1,1,1,9.8,6.55,42,0.26,3.50E-02,38,0.04,0.04,0.2,0.02,10.2,4,3.57,1.21,5,5,NA,NA,NA,NA,-5.50E-02,0.3875,4.762,23.81,28.571,0.96,25,50.909,165,16,7,36.905,12.9,38.325,14.805,46.62,4.395,79.245,59,68.97706346,0.9323,5,5,1,12.9,7.11,10.3,262,5,1,28.6,5,5510,1,10000,0.14,5,1.73,1.29,0.21,15.4,0.1,0.1,0.33,0.65,329,0.16,46.7,0.1,0.4,0.1,1.13,0.5,23.1,0.5,10,2.41,NA,2008,2006,19.62925916,0.033633081,52.54195284,51.55420236,8.018834525,21.25256674,0.867379452,0,4.347518233,18.27338384,4.598881258,4.347518233,13.67450258,8.758762303,4.915740282,14,1.776323525,0.673090162,0.77827035,27.81954887,26.31578947,63.15789474,4.511278195,0,0,1.503759398,6.015037594,1.503759398,1.503759398,4.511278195,0.751879699,3.759398496,35.91849148,34.18491484,51.61192214,6.690997567,0.547445255,0,1.338199513,6.934306569,1.338199513,1.338199513,5.596107056,2.98053528,2.615571776,43.95885066,42.46896062,30.68463994,15.2820149,0.666903157,0,1.901383469,10.8123448,1.965235899,1.901383469,8.847108904,5.817665839,3.029443065,0.049006797,0.249645968,0,0,0,0,0,48422.05954,0.952443342,80,165,120.9100176,15.75618627,85,0,16.38371277,3.079098384,1.850903805,16.38371277,4291.22,1068.29,168.9457605,42.05868413,1156.62033,22.75027834,962.4405937,18.93083739,-16.78854602,151410.4447,14339.78384,32,1.130635797,9.470802271,0.660855823
State ProbMon,8-SAR058.13,2008,8-SAR058.13,-77.90920898,37.87805237,1,315.8764,4,386,VA,TS,Target,1,Rappahannock-York,York,Bay,BayPhase1,Piedmont,Piedmont,Phase1,Phase2,4,4,Large,Phase1Large,213.9577549,1,2010,2012,2014,1,1,1,8.6,7.15,90,0.55,0.05,70,0.04,0.2,0.6,0.03,5.6,3,4.58,1.62,5,5,NA,NA,NA,NA,0.154,6.25E-02,6.667,29.524,36.19,0.922,48.8,57.818,155.5,20,7,21.565,17.8,43.685,3.745,50.065,3.825,67.485,46,70.19959564,0.8462,5,5,1,30.1,9.81,8.97,1050,9.83,1,29,5,10900,1,18000,0.1,5,6.38,3.04,0.23,24.07,0.1,0.1,0.19,1.01,115,0.1,75.9,0.1,0.53,0.1,1,0.5,3.61,0.5,28,1.5,U,2008,2006,213.9577549,0.601069289,63.41110476,61.13220601,4.185235231,6.338430756,2.144100718,0.10215417,5.435121546,25.49680383,6.476314524,5.332967376,19.0204893,17.39674146,1.62374784,15,1.715231345,0.633382404,0.726896278,46.68246445,46.05055292,36.65086888,3.55450237,0.552922591,0.078988942,3.08056872,8.68878357,3.317535545,3.001579779,5.371248025,4.897314376,0.473933649,50.11750881,49.17091004,32.04400052,3.505679593,0.773599687,0.016320668,2.588458023,10.9936023,3.06175741,2.572137355,7.931844888,7.347564956,0.584279932,56.65469692,55.25737518,19.45914078,5.27153981,1.23653403,0.032923197,3.090952246,16.49988132,3.582503235,3.058029049,12.91737809,11.75511267,1.162265422,1.65752294,0.77467616,0,8,1,3,20,448236.7879,0.808871003,72,548,130.298992,30.63294276,476,0,35.62276077,3.659018212,2.490834682,35.62276077,64297.6,1078.16,2531.402942,42.44726702,10705.82083,19.31931575,13911.14687,25.1035248,29.94003065,1905056.421,160909.7135,325,1.368843838,8.446453959,0.7250632
State ProbMon,8-XIM000.53,2008,8-XIM000.53,-77.46105747,37.89547626,1,947.6292,2,387,VA,TS,Target,1,Rappahannock-York,York,Bay,BayPhase1,Southeastern Plains,Coast,Phase1,Phase2,2,2,Small,Phase1Small,3.464631174,1,2010,2012,2014,1,1,1,10.55,5.65,115.5,0.265,1.50E-02,60,0.04,0.04,0.1,0.02,5.2,4,13.2,1.5,23.2,9.75,NA,NA,NA,NA,-0.135,0.57,2.857,35.238,38.095,1.317,41.111,40.727,127,18,6,16.04,9.45,12.22,21,47.57,5.03,54.525,28,68.43728833,1.333,5,5,1,6.75,5,7.78,186,5,1,14.2,5,4030,1,6960,0.1,5,3.3,1.7,0.19,45.5,0.1,0.1,0.41,0.46,88.2,0.1,66.7,0.1,1.34,0.1,11.7,0.5,31.1,0.5,16,1.5,U,2008,2006,3.464631174,0.391134289,46.8959984,46.29425333,2.156253134,32.4140006,0.601745061,0,8.083441982,18.14261358,16.31732023,8.083441982,1.825293351,1.063082941,0.76221041,13,1.699010215,0.662395228,0.743042075,60.37735849,60.37735849,32.0754717,5.660377358,0,0,1.886792453,1.886792453,1.886792453,1.886792453,0,0,0,50.72463768,50.72463768,22.31884058,14.05797101,0,0,2.463768116,10.72463768,10.72463768,2.463768116,0,0,0,49.32750504,49.02488231,8.473436449,29.48890383,0.30262273,0,4.539340955,11.83591123,11.83591123,4.539340955,0,0,0,0.142051255,4.099789389,0,0,0,0,0,9888.904215,1.102023773,24,83,61.03917301,10.0613475,59,0,15.94588757,3.945013918,2.38403301,15.94588757,1076.6,1076.23,42.38584966,42.37128272,167.9445618,18.71581478,323.9571314,36.10192316,92.89527916,43097.18233,9186.387337,9,3.422309386,21.31551725,0.910110949
State ProbMon,9-DPW002.31,2008,9-DPW002.31,-80.63062934,36.91659488,1,3790.5166,1,388,VA,TS,Target,1,New,New,NonBay,NonBayPhase1,Blue Ridge Mountains,Mountain,Phase1,Phase2,1,2,Small,Phase1Small,1.291959163,1,2010,2012,2014,1,1,1,10,6.9,24,0.1,0.01,30,0.04,0.06,0.2,0.02,3.2,3,1,1.31,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,17,12,38.18,38.2,31.82,11.82,55.45,3.44,87.27,85,81.2875766,0.5837,5,5,1,13.1,16.2,26.7,552,12.9,1,85.4,5,10600,1,27000,0.1,5,1.38,0.85,0.1,14.63,0.1,0.1,0.1,0.2,50,0.1,0.79,0.1,0.15,0.1,1,0.5,7.42,0.5,7,1.5,U,2008,2006,1.291959163,0,93.87261489,93.87261489,0,0,0,0,1.58559527,6.127385112,1.693093255,1.58559527,4.434291857,4.434291857,0,6,0.578353927,0.322785472,0.246972214,71.42857143,71.42857143,0,0,0,0,0,28.57142857,0,0,28.57142857,28.57142857,0,77.62557078,77.62557078,0,0,0,0,5.02283105,22.37442922,6.392694064,5.02283105,15.98173516,15.98173516,0,86.08695652,86.08695652,0,0,0,0,5.543478261,13.91304348,5.97826087,5.543478261,7.934782609,7.934782609,0,0.001143249,0.088417092,0,0,0,0,0,3269.216691,0.977000358,740,1014,880.4965703,62.91928306,274,0.355126977,40.05140305,14.859196,6.151046217,39.69627607,2050.65,1026.14,80.73429557,40.39923441,41.21342996,12.31656988,10.00140624,2.988904804,-75.73265257,7491.540022,5480.59823,3,6.618040283,73.15716413,0.91765101
State ProbMon,9-FRS000.16,2008,9-FRS000.16,-81.23485111,36.67725774,1,3790.5166,1,389,VA,TS,Target,1,New,New,NonBay,NonBayPhase1,Blue Ridge Mountains,Mountain,Phase1,Phase2,1,1,Small,Phase1Small,0.354671608,1,2010,2012,2014,1,1,1,9,6.85,28.5,0.535,2.50E-02,22,0.04,0.48,0.1,0.02,1.4,7,2,0.58,5,5,NA,NA,NA,NA,-1.176,4.4467,6.667,34.286,40.952,0.728,40.8,64.909,146.5,14,10.5,47.34,26,32.805,1.435,48.965,3.145,96.185,81,79.33211018,0.3369,5,5,1,10.2,5,8.65,410,5,1,28.2,5,8960,1,15000,0.1,5,2.23,0.56,0.1,12.2,0.1,0.1,0.1,0.21,50,0.1,0.8,0.1,0.12,0.1,1,0.5,11.6,0.5,82,1.5,U,2008,2006,0.354671608,0,94.50980392,93.03921569,0,0,1.470588235,0,0,5.490196078,0,0,5.490196078,5.490196078,0,3,0.28851536,0.262617998,0.131139946,100,100,0,0,0,0,0,0,0,0,0,0,0,95.3271028,95.3271028,0,0,0,0,0,4.672897196,0,0,4.672897196,4.672897196,0,88.67102397,82.35294118,0,0,6.318082789,0,0,11.32897603,0,0,11.32897603,11.32897603,0,0,0,0,0,0,0,0,1533.61784,1.669515786,1074,1365,1187.526083,76.6094912,291,0.355126977,28.09342003,12.50745883,6.160568122,27.73829305,2414.09,1123.14,95.04296471,44.21813411,12.13551083,13.21087065,5.425739377,5.90652854,-55.29039154,429.1433068,246.4573584,1,0.596507793,57.43008326,0.652052926
State ProbMon,9-KNB003.98,2008,9-KNB003.98,-81.07966261,36.73119276,1,947.6292,2,390,VA,TS,Target,1,New,New,NonBay,NonBayPhase1,Blue Ridge Mountains,Mountain,Phase1,Phase2,2,2,Small,Phase1Small,7.252481177,1,2010,2012,2014,1,1,1,10.4,7.55,59.5,0.5,2.50E-02,42,0.04,0.4,0.1,0.02,3.4,6,3.6,0.92,5,5,NA,NA,NA,NA,-1.529,0.7188,26.667,34.286,60.952,-0.185,54.5,83.455,114.5,13.5,6.5,28.91,12.05,38.595,6.045,52.56,4.14,90.23,59,65.62282643,0.613,5,5,1,23.7,6.97,13.2,444,11.5,1,50.6,5,11100,1,22500,0.1,5,3.85,1.74,0.1,21.4,0.1,0.1,0.22,0.26,62.9,0.1,8.95,0.1,0.1,0.1,1,0.5,8.97,0.5,18,1.5,U,2008,2006,7.252481177,0,75.43700014,74.75695608,0,0.560317992,0.641731718,0.038312341,3.400220296,24.00268186,3.405009339,3.361907955,20.59767253,20.59767253,0,9,1.004751158,0.457281959,0.499042658,46.42857143,46.42857143,0,0,0,0,8.928571429,53.57142857,8.928571429,8.928571429,44.64285714,44.64285714,0,55.74182733,54.90360436,0,0.083822297,0.838222967,0,8.130762783,44.17435038,8.21458508,8.130762783,35.9597653,35.9597653,0,57.34697818,55.41610349,0,0.289631203,1.853639699,0.077234987,10.07916586,42.36339062,10.23363584,10.00193087,32.12975478,32.12975478,0,0.008047915,0.110914228,0,0,0,0,0,17793.9301,0.947294621,760,1161,921.6148823,90.35870357,401,0,46.23290253,13.78286651,7.065784049,46.23290253,3245.93,1072.47,127.7925887,42.22325115,256.4262988,13.65135483,134.2847801,7.148912534,-47.63221216,60418.78607,36723.46169,43,7.882760049,60.78152852,2.416554396
State ProbMon,9-MER002.99,2008,9-MER002.99,-80.95602831,37.00666962,1,947.6292,2,391,VA,TS,Target,1,New,New,NonBay,NonBayPhase1,Central Appalachian Ridges and Valleys,Mountain,Phase1,Phase2,2,2,Small,Phase1Small,3.332201883,1,2010,2012,2014,1,1,1,10.6,7.4,33,0.1,0.01,22,0.04,0.04,0.1,0.02,3.7,3,1,0.84,5,5.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,9,6,1,13,2,13,84,5.56,82,15,39.11,0.6531,6.72,5,1,11.2,7.27,22.8,673,17,1,71.2,5,6260,1,19600,0.1,5,2.4,1.4,0.1,17.4,0.1,0.1,0.1,0.12,50,0.1,1.29,0.1,0.27,0.1,3.66,0.5,8.4,0.5,13,1.5,U,2008,2006,3.332201883,0,92.37986031,92.32773898,0,0.291879495,0.052121338,0,0.990305431,7.32826019,0.990305431,0.990305431,6.337954759,6.337954759,0,7,0.725011044,0.372581974,0.327597755,94.11764706,94.11764706,0,0,0,0,5.882352941,5.882352941,5.882352941,5.882352941,0,0,0,90.69212411,90.21479714,0,0,0.477326969,0,5.011933174,9.307875895,5.011933174,5.011933174,4.295942721,4.295942721,0,88.07495741,87.79102783,0,0.113571834,0.283929585,0,5.224304373,11.81147076,5.224304373,5.224304373,6.587166383,6.587166383,0,0.001049426,0.031481288,0,0,0,0,0,6077.178227,0.70415857,680,1022,766.8168629,70.97131297,342,0,39.71874619,11.20635321,7.09030824,39.71874619,955.69,955.69,37.62561087,37.62561087,72.71814894,8.425803205,21.34097992,2.472765048,-70.65247089,26172.84061,11223.76177,16,7.054435664,42.8832389,2.63280085
State ProbMon,9-XES000.94,2008,9-XES000.94,-81.06277745,36.95003861,1,3790.5166,1,392,VA,TS,Target,1,New,New,NonBay,NonBayPhase1,Central Appalachian Ridges and Valleys,Mountain,Phase1,Phase2,1,1,Small,Phase1Small,0.704610686,1,2010,2012,2014,1,1,1,9.3,8.05,772.5,1.465,0.02,466,0.04,1.76,0.4,0.02,28.3,5,60.9,2.03,98.7,22.8,NA,NA,NA,NA,-2.534,0.7,69.524,11.429,80.952,-1.287,44,89.818,87,7.5,2.5,0.5,7.45,60.78,19.445,80.22,4.56,78.63,16.5,45.95676618,0.1849,5,5,1,18.2,8.73,14.4,437,7.6,1,44.1,5,6450,1,11400,0.1,5,77.51,24.81,0.1,42.86,0.1,0.1,2.1,0.34,50,0.1,2.41,0.1,0.31,0.1,1,0.5,1.1,0.5,290,1.5,U,2008,2006,0.704610686,0,6.154603644,5.662235352,0,0,0,0.492368291,10.1427868,93.84539636,43.03298868,9.650418513,50.81240768,50.46774988,0.344657804,9,1.491927757,0.679005584,0.687554622,0,0,0,0,0,0,0,100,28.57142857,0,71.42857143,71.42857143,0,0,0,0,0,0,0,4.464285714,100,15.17857143,4.464285714,84.82142857,84.82142857,0,2.092050209,2.092050209,0,0,0,0,6.066945607,97.90794979,21.9665272,6.066945607,75.94142259,75.94142259,0,0.127425316,18.05514525,0,0,0,0,0,1617.55163,0.8863571,672,749,716.9198575,17.48304396,77,0,12.83874035,4.201332242,2.189730112,12.83874035,2840.39,948.53,111.8264383,37.34372095,357.3674562,195.8238465,294.9247911,161.6076283,-17.47295789,15445.91179,1178.089428,2,2.724909835,7.627192518,1.236436577
